gene-LOC111982896	XP_023901772.1
gene-LOC112038697	XP_023927307.1
gene-LOC112038710	XP_023927328.1
gene-LOC112038699	XP_023927309.1
gene-LOC112038673	XP_023927278.1
gene-LOC112038673	XP_023927279.1
gene-LOC112038673	XP_023927280.1
gene-LOC112038683	
gene-LOC112038674	XP_023927281.1
gene-LOC112038698	XP_023927308.1
gene-LOC112038690	XP_023927291.1
gene-LOC112038690	XP_023927293.1
gene-LOC112038665	
gene-LOC112038692	XP_023927297.1
gene-LOC112038692	XP_023927296.1
gene-LOC112038692	XP_023927299.1
gene-LOC112038692	XP_023927295.1
gene-LOC112038692	XP_023927298.1
gene-LOC112038692	XP_023927300.1
gene-LOC112038692	XP_023927301.1
gene-LOC112038708	XP_023927325.1
gene-LOC112038685	
gene-LOC112038667	XP_023927269.1
gene-LOC112038686	XP_023927288.1
gene-LOC112038687	XP_023927289.1
gene-LOC112038660	XP_023927262.1
gene-LOC112038709	XP_023927327.1
gene-LOC112038709	XP_023927326.1
gene-LOC112038706	XP_023927319.1
gene-LOC112038706	XP_023927322.1
gene-LOC112038706	XP_023927320.1
gene-LOC112038706	XP_023927321.1
gene-LOC112038706	XP_023927323.1
gene-LOC112038672	XP_023927276.1
gene-LOC112038712	XP_023927330.1
gene-LOC112038701	XP_023927312.1
gene-LOC112038701	XP_023927311.1
gene-LOC112038659	XP_023927261.1
gene-LOC112038659	XP_023927258.1
gene-LOC112038659	XP_023927260.1
gene-LOC112038703	XP_023927314.1
gene-LOC112038689	XP_023927290.1
gene-LOC112038744	XP_023927356.1
gene-LOC112038743	XP_023927355.1
gene-LOC112038738	XP_023927350.1
gene-LOC112038738	XP_023927349.1
gene-LOC112038723	XP_023927336.1
gene-LOC112038718	XP_023927332.1
gene-LOC112038718	XP_023927333.1
gene-LOC112038724	XP_023927337.1
gene-LOC112038725	XP_023927338.1
gene-LOC112038726	XP_023927339.1
gene-LOC112038727	XP_023927340.1
gene-LOC112038728	XP_023927341.1
gene-LOC112038722	XP_023927335.1
gene-LOC112038746	XP_023927360.1
gene-LOC112038746	XP_023927359.1
gene-TRNAR-UCU-9	
gene-LOC112038733	XP_023927345.1
gene-LOC112038733	XP_023927346.1
gene-LOC112038734	
gene-LOC112038735	
gene-LOC112038741	XP_023927352.1
gene-LOC112038741	XP_023927353.1
gene-LOC112038745	XP_023927357.1
gene-LOC112038745	XP_023927358.1
gene-LOC112038740	XP_023927351.1
gene-LOC112038730	XP_023927342.1
gene-LOC112038720	XP_023927334.1
gene-LOC112038737	XP_023927348.1
gene-LOC112038721	
gene-LOC112038748	
gene-LOC112038747	
gene-LOC112038742	
gene-LOC112038736	XP_023927347.1
gene-LOC112038731	XP_023927343.1
gene-LOC112038732	XP_023927344.1
gene-LOC112038717	XP_023927331.1
gene-LOC112038753	XP_023927364.1
gene-LOC112038754	XP_023927365.1
gene-LOC112038755	XP_023927366.1
gene-LOC112038765	XP_023927375.1
gene-LOC112038776	XP_023927391.1
gene-LOC112038776	XP_023927394.1
gene-LOC112038776	XP_023927393.1
gene-LOC112038757	
gene-LOC112038769	XP_023927384.1
gene-LOC112038769	XP_023927383.1
gene-LOC112038769	XP_023927382.1
gene-LOC112038769	XP_023927381.1
gene-LOC112038771	XP_023927387.1
gene-LOC112038771	XP_023927386.1
gene-LOC112038772	XP_023927388.1
gene-LOC112038774	XP_023927389.1
gene-LOC112038764	XP_023927374.1
gene-LOC112038764	XP_023927372.1
gene-LOC112038764	XP_023927373.1
gene-LOC112038758	XP_023927367.1
gene-LOC112038752	XP_023927363.1
gene-LOC112038759	
gene-LOC112038768	XP_023927377.1
gene-LOC112038768	XP_023927380.1
gene-LOC112038768	XP_023927378.1
gene-LOC112038760	XP_023927369.1
gene-LOC112038751	XP_023927362.1
gene-LOC112038750	XP_023927361.1
gene-TRNAS-GCU-8	
gene-LOC112038777	XP_023927395.1
gene-LOC112038778	XP_023927396.1
gene-LOC112038779	XP_023927398.1
gene-LOC112038779	XP_023927397.1
gene-LOC112038775	XP_023927390.1
gene-LOC112038761	XP_023927370.1
gene-LOC112038770	XP_023927385.1
gene-LOC112038767	XP_023927376.1
gene-LOC112038762	XP_023927371.1
gene-LOC112038794	XP_023927416.1
gene-LOC112038795	XP_023927418.1
gene-LOC112038795	XP_023927417.1
gene-LOC112038796	XP_023927419.1
gene-LOC112038783	XP_023927401.1
gene-LOC112038783	XP_023927405.1
gene-LOC112038783	XP_023927402.1
gene-LOC112038783	XP_023927403.1
gene-LOC112038784	
gene-LOC112038786	XP_023927406.1
gene-LOC112038791	XP_023927412.1
gene-LOC112038791	XP_023927411.1
gene-LOC112038790	XP_023927410.1
gene-LOC112038793	XP_023927415.1
gene-LOC112038793	XP_023927414.1
gene-LOC112038792	XP_023927413.1
gene-LOC112038797	XP_023927421.1
gene-LOC112038797	XP_023927420.1
gene-LOC112038798	XP_023927422.1
gene-LOC112038787	XP_023927407.1
gene-LOC112038800	XP_023927425.1
gene-LOC112038800	XP_023927424.1
gene-LOC112038799	XP_023927423.1
gene-LOC112038788	XP_023927408.1
gene-LOC112038785	
gene-LOC112038781	XP_023927399.1
gene-LOC112038781	XP_023927400.1
gene-LOC112038830	XP_023927454.1
gene-LOC112038803	XP_023927430.1
gene-LOC112038827	
gene-LOC112038813	XP_023927439.1
gene-LOC112038809	
gene-LOC112038811	
gene-LOC112038808	XP_023927438.1
gene-LOC112038823	XP_023927449.1
gene-LOC112038824	
gene-LOC112038819	XP_023927445.1
gene-LOC112038820	XP_023927446.1
gene-LOC112038805	
gene-LOC112038814	XP_023927440.1
gene-LOC112038822	XP_023927447.1
gene-LOC112038822	XP_023927448.1
gene-LOC112038815	XP_023927442.1
gene-LOC112038816	
gene-LOC112038828	
gene-LOC112038817	XP_023927443.1
gene-LOC112038825	
gene-LOC112038801	XP_023927426.1
gene-LOC112038801	XP_023927427.1
gene-LOC112038801	XP_023927428.1
gene-LOC112038818	XP_023927444.1
gene-LOC112038826	
gene-LOC112038810	
gene-LOC112038807	XP_023927437.1
gene-LOC112038802	XP_023927429.1
gene-LOC112038829	XP_023927452.1
gene-LOC112038829	XP_023927451.1
gene-LOC112038829	XP_023927453.1
gene-LOC112038806	XP_023927433.1
gene-LOC112038806	XP_023927431.1
gene-LOC112038806	XP_023927432.1
gene-LOC112038806	XP_023927435.1
gene-LOC112038806	XP_023927436.1
gene-LOC112038831	XP_023927455.1
gene-LOC112038832	
gene-LOC112038834	
gene-LOC112038835	XP_023927457.1
gene-LOC112038835	XP_023927456.1
gene-LOC112038836	XP_023927458.1
gene-LOC112038837	XP_023927460.1
gene-LOC112038838	XP_023927461.1
gene-LOC112038839	XP_023927462.1
gene-LOC112038840	XP_023927463.1
gene-LOC112038841	
gene-TRNAR-CCU-7	
gene-LOC112038843	XP_023927464.1
gene-LOC112038845	XP_023927465.1
gene-LOC112038846	XP_023927466.1
gene-LOC112038849	
gene-LOC112038847	
gene-LOC112038850	
gene-LOC112038851	XP_023927468.1
gene-LOC112038852	XP_023927469.1
gene-LOC112038853	XP_023927470.1
gene-LOC112038855	XP_023927471.1
gene-LOC112038854	
gene-LOC112038857	XP_023927472.1
gene-LOC112038858	XP_023927473.1
gene-LOC112038859	XP_023927474.1
gene-LOC112038860	XP_023927476.1
gene-LOC112038892	
gene-LOC112038870	
gene-LOC112038890	
gene-LOC112038885	XP_023927490.1
gene-LOC112038883	
gene-LOC112038871	
gene-LOC112038893	
gene-LOC112038863	
gene-LOC112038882	XP_023927489.1
gene-LOC112038882	XP_023927488.1
gene-LOC112038867	
gene-LOC112038869	XP_023927481.1
gene-LOC112038872	XP_023927482.1
gene-LOC112038888	XP_023927494.1
gene-LOC112038887	XP_023927493.1
gene-LOC112038874	
gene-LOC112038862	XP_023927478.1
gene-LOC112038875	
gene-LOC112038861	XP_023927477.1
gene-LOC112038868	
gene-LOC112038876	XP_023927483.1
gene-LOC112038877	
gene-LOC112038878	XP_023927485.1
gene-LOC112038889	XP_023927495.1
gene-LOC112038879	
gene-LOC112038880	XP_023927486.1
gene-LOC112038881	
gene-LOC112038886	XP_023927491.1
gene-LOC112038886	XP_023927492.1
gene-LOC112038865	XP_023927480.1
gene-LOC112038864	XP_023927479.1
gene-LOC112038897	XP_023927502.1
gene-LOC112038894	
gene-LOC112038896	XP_023927499.1
gene-LOC112038896	XP_023927498.1
gene-LOC112038896	XP_023927500.1
gene-LOC112038896	XP_023927501.1
gene-LOC112038895	XP_023927496.1
gene-LOC112038898	XP_023927503.1
gene-LOC112038902	XP_023927507.1
gene-LOC112038903	XP_023927508.1
gene-LOC112038905	XP_023927511.1
gene-LOC112038904	XP_023927510.1
gene-LOC112038899	XP_023927504.1
gene-LOC112038899	XP_023927505.1
gene-LOC112038901	XP_023927506.1
gene-LOC112038906	XP_023927512.1
gene-LOC112038907	XP_023927513.1
gene-LOC112038910	XP_023927515.1
gene-LOC112038908	XP_023927514.1
gene-LOC112038911	XP_023927516.1
gene-LOC112038912	
gene-LOC112038918	XP_023927522.1
gene-LOC112038914	XP_023927520.1
gene-LOC112038914	XP_023927519.1
gene-LOC112038916	XP_023927521.1
gene-LOC112038915	
gene-LOC112038921	XP_023927526.1
gene-LOC112038922	
gene-LOC112038923	XP_023927527.1
gene-LOC112038913	XP_023927518.1
gene-LOC112038924	XP_023927528.1
gene-LOC112038920	XP_023927524.1
gene-LOC112038919	XP_023927523.1
gene-LOC112038925	XP_023927529.1
gene-LOC112038928	XP_023927531.1
gene-LOC112038926	XP_023927530.1
gene-LOC112038930	XP_023927533.1
gene-LOC112038931	
gene-LOC112038932	XP_023927535.1
gene-LOC112038929	XP_023927532.1
gene-LOC112038933	XP_023927536.1
gene-LOC112038934	XP_023927537.1
gene-LOC112038936	XP_023927539.1
gene-LOC112038935	XP_023927538.1
gene-LOC112038937	XP_023927540.1
gene-LOC112038939	XP_023927541.1
gene-LOC112038940	XP_023927542.1
gene-LOC112038941	XP_023927543.1
gene-LOC112038943	XP_023927545.1
gene-LOC112038942	XP_023927544.1
gene-LOC112038944	XP_023927546.1
gene-LOC112038945	XP_023927547.1
gene-LOC112038948	XP_023927548.1
gene-LOC112038949	XP_023927549.1
gene-LOC112038950	XP_023927550.1
gene-LOC112038951	
gene-LOC112038952	XP_023927552.1
gene-LOC112038953	XP_023927553.1
gene-LOC112038954	XP_023927554.1
gene-LOC112038956	
gene-LOC112038957	XP_023927555.1
gene-LOC112038958	XP_023927557.1
gene-LOC112038959	XP_023927558.1
gene-LOC112038960	XP_023927559.1
gene-LOC112038961	
gene-LOC112038984	XP_023927582.1
gene-LOC112038977	XP_023927575.1
gene-LOC112038986	XP_023927584.1
gene-LOC112038985	XP_023927583.1
gene-LOC112038965	
gene-LOC112038968	XP_023927564.1
gene-LOC112038968	XP_023927565.1
gene-LOC112038968	XP_023927562.1
gene-LOC112038968	XP_023927566.1
gene-LOC112038967	XP_023927561.1
gene-LOC112038970	
gene-LOC112038978	XP_023927576.1
gene-LOC112038969	XP_023927567.1
gene-LOC112038980	XP_023927577.1
gene-LOC112038971	XP_023927568.1
gene-LOC112038981	XP_023927578.1
gene-LOC112038987	XP_023927585.1
gene-LOC112038972	XP_023927569.1
gene-LOC112038976	XP_023927574.1
gene-LOC112038976	XP_023927573.1
gene-LOC112038982	XP_023927579.1
gene-LOC112038983	XP_023927581.1
gene-LOC112038966	XP_023927560.1
gene-LOC112038973	XP_023927570.1
gene-LOC112038962	
gene-LOC112038974	XP_023927571.1
gene-LOC112038963	
gene-LOC112038975	XP_023927572.1
gene-LOC112038992	XP_023927589.1
gene-LOC112038988	XP_023927587.1
gene-LOC112038988	XP_023927586.1
gene-LOC112038991	
gene-LOC112038993	XP_023927590.1
gene-LOC112038994	XP_023927592.1
gene-LOC112038989	XP_023927588.1
gene-LOC112039013	XP_023927624.1
gene-LOC112039013	XP_023927625.1
gene-LOC112039012	XP_023927623.1
gene-LOC112039020	XP_023927630.1
gene-LOC112039021	XP_023927631.1
gene-LOC112039022	
gene-LOC112039009	XP_023927619.1
gene-LOC112039009	XP_023927618.1
gene-LOC112039006	XP_023927615.1
gene-LOC112039006	XP_023927614.1
gene-LOC112039007	XP_023927616.1
gene-LOC112039025	
gene-LOC112039024	XP_023927634.1
gene-LOC112039023	XP_023927633.1
gene-LOC112039023	XP_023927632.1
gene-LOC112039011	XP_023927620.1
gene-LOC112039011	XP_023927622.1
gene-LOC112039011	XP_023927621.1
gene-LOC112039017	XP_023927628.1
gene-LOC112039008	XP_023927617.1
gene-LOC112039001	XP_023927596.1
gene-LOC112039018	XP_023927629.1
gene-LOC112039004	XP_023927602.1
gene-LOC112039004	XP_023927610.1
gene-LOC112039004	XP_023927603.1
gene-LOC112039004	XP_023927604.1
gene-LOC112039004	XP_023927605.1
gene-LOC112039004	XP_023927606.1
gene-LOC112039004	XP_023927611.1
gene-LOC112039004	XP_023927607.1
gene-LOC112039004	XP_023927608.1
gene-LOC112039004	XP_023927609.1
gene-LOC112039004	XP_023927613.1
gene-LOC112038995	XP_023927593.1
gene-LOC112039015	
gene-LOC112039027	XP_023927637.1
gene-LOC112039027	XP_023927638.1
gene-LOC112039026	XP_023927635.1
gene-LOC112039026	XP_023927636.1
gene-LOC112039003	XP_023927601.1
gene-LOC112038996	
gene-LOC112039002	XP_023927598.1
gene-LOC112039002	XP_023927599.1
gene-LOC112039002	XP_023927600.1
gene-LOC112039014	XP_023927626.1
gene-LOC112038997	
gene-LOC112039016	XP_023927627.1
gene-LOC112038999	XP_023927594.1
gene-LOC112039000	XP_023927595.1
gene-LOC112039030	
gene-LOC112039029	XP_023927639.1
gene-LOC112039031	XP_023927640.1
gene-LOC112039032	XP_023927641.1
gene-LOC112039061	XP_023927670.1
gene-LOC112039062	XP_023927671.1
gene-LOC112039063	XP_023927672.1
gene-LOC112039064	XP_023927674.1
gene-LOC112039042	
gene-LOC112039041	
gene-LOC112039065	XP_023927675.1
gene-LOC112039040	
gene-LOC112039067	XP_023927677.1
gene-LOC112039043	
gene-LOC112039044	
gene-LOC112039068	XP_023927678.1
gene-LOC112039069	XP_023927679.1
gene-LOC112039045	XP_023927649.1
gene-LOC112039045	XP_023927648.1
gene-LOC112039070	XP_023927681.1
gene-LOC112039046	
gene-LOC112039052	
gene-LOC112039039	XP_023927646.1
gene-LOC112039039	XP_023927645.1
gene-LOC112039071	XP_023927682.1
gene-LOC112039048	XP_023927652.1
gene-LOC112039055	XP_023927659.1
gene-LOC112039055	XP_023927660.1
gene-LOC112039034	XP_023927643.1
gene-LOC112039050	XP_023927654.1
gene-LOC112039053	XP_023927657.1
gene-LOC112039054	XP_023927658.1
gene-LOC112039033	XP_023927642.1
gene-LOC112039057	XP_023927662.1
gene-LOC112039058	XP_023927663.1
gene-LOC112039072	XP_023927684.1
gene-LOC112039060	XP_023927667.1
gene-LOC112039060	XP_023927668.1
gene-LOC112039060	XP_023927669.1
gene-LOC112039073	
gene-LOC112039066	XP_023927676.1
gene-LOC112039074	
gene-LOC112039075	
gene-LOC112039056	XP_023927661.1
gene-LOC112039076	XP_023927686.1
gene-LOC112039059	XP_023927666.1
gene-LOC112039051	XP_023927655.1
gene-LOC112039047	XP_023927651.1
gene-LOC112039049	XP_023927653.1
gene-LOC112039079	XP_023927688.1
gene-LOC112039035	
gene-LOC112039036	
gene-LOC112039038	XP_023927644.1
gene-LOC112039077	XP_023927687.1
gene-LOC112039078	
gene-LOC112039100	XP_023927716.1
gene-LOC112039095	XP_023927711.1
gene-LOC112039095	XP_023927710.1
gene-LOC112039095	XP_023927708.1
gene-LOC112039095	XP_023927709.1
gene-LOC112039084	XP_023927696.1
gene-LOC112039082	XP_023927694.1
gene-LOC112039097	XP_023927712.1
gene-LOC112039102	XP_023927719.1
gene-LOC112039102	XP_023927720.1
gene-LOC112039092	XP_023927704.1
gene-LOC112039081	XP_023927690.1
gene-LOC112039081	XP_023927689.1
gene-LOC112039081	XP_023927693.1
gene-LOC112039081	XP_023927692.1
gene-LOC112039080	
gene-LOC112039093	XP_023927705.1
gene-LOC112039093	XP_023927706.1
gene-LOC112039098	XP_023927713.1
gene-LOC112039083	XP_023927695.1
gene-LOC112039085	
gene-LOC112039086	
gene-LOC112039087	XP_023927698.1
gene-LOC112039091	XP_023927703.1
gene-LOC112039088	XP_023927699.1
gene-LOC112039089	XP_023927700.1
gene-LOC112039090	XP_023927701.1
gene-LOC112039094	XP_023927707.1
gene-LOC112039101	XP_023927717.1
gene-LOC112039101	XP_023927718.1
gene-LOC112039104	XP_023927722.1
gene-LOC112039099	XP_023927715.1
gene-LOC112039103	XP_023927721.1
gene-LOC112039150	XP_023927764.1
gene-LOC112039119	XP_023927730.1
gene-LOC112039120	XP_023927731.1
gene-LOC112039117	XP_023927727.1
gene-LOC112039148	
gene-LOC112039121	XP_023927732.1
gene-LOC112039122	XP_023927733.1
gene-LOC112039123	
gene-LOC112039124	XP_023927734.1
gene-LOC112039144	XP_023927759.1
gene-LOC112039116	
gene-LOC112039118	XP_023927729.1
gene-LOC112039125	XP_023927736.1
gene-LOC112039126	
gene-LOC112039145	XP_023927760.1
gene-LOC112039127	XP_023927737.1
gene-LOC112039111	
gene-LOC112039110	
gene-LOC112039112	
gene-LOC112039106	XP_023927723.1
gene-LOC112039106	XP_023927724.1
gene-LOC112039128	XP_023927738.1
gene-LOC112039107	
gene-LOC112039141	XP_023927754.1
gene-LOC112039147	XP_023927763.1
gene-LOC112039129	XP_023927739.1
gene-LOC112039130	XP_023927741.1
gene-LOC112039143	XP_023927758.1
gene-LOC112039131	XP_023927742.1
gene-LOC112039132	XP_023927743.1
gene-LOC112039138	XP_023927750.1
gene-LOC112039138	XP_023927751.1
gene-LOC112039137	XP_023927749.1
gene-LOC112039146	XP_023927762.1
gene-LOC112039146	XP_023927761.1
gene-LOC112039133	XP_023927744.1
gene-LOC112039142	XP_023927755.1
gene-LOC112039142	XP_023927757.1
gene-LOC112039134	XP_023927745.1
gene-LOC112039135	XP_023927746.1
gene-LOC112039139	XP_023927752.1
gene-LOC112039115	XP_023927726.1
gene-LOC112039113	XP_023927725.1
gene-LOC112039151	XP_023927765.1
gene-LOC112039140	XP_023927753.1
gene-LOC112039136	XP_023927747.1
gene-LOC112039152	XP_023927766.1
gene-LOC112039177	XP_023927798.1
gene-LOC112039178	XP_023927799.1
gene-LOC112039179	XP_023927800.1
gene-LOC112039157	
gene-LOC112039203	
gene-LOC112039155	XP_023927769.1
gene-LOC112039156	XP_023927770.1
gene-LOC112039156	XP_023927771.1
gene-LOC112039158	XP_023927772.1
gene-LOC112039196	XP_023927821.1
gene-LOC112039153	
gene-LOC112039154	XP_023927768.1
gene-LOC112039174	XP_023927794.1
gene-LOC112039174	XP_023927795.1
gene-LOC112039165	XP_023927779.1
gene-LOC112039193	XP_023927817.1
gene-LOC112039193	XP_023927818.1
gene-LOC112039180	XP_023927802.1
gene-LOC112039191	XP_023927816.1
gene-LOC112039191	XP_023927815.1
gene-LOC112039191	XP_023927814.1
gene-LOC112039173	XP_023927792.1
gene-LOC112039171	XP_023927789.1
gene-LOC112039181	XP_023927803.1
gene-LOC112039197	XP_023927822.1
gene-LOC112039197	XP_023927823.1
gene-LOC112039176	XP_023927797.1
gene-LOC112039170	XP_023927788.1
gene-LOC112039169	XP_023927786.1
gene-LOC112039169	XP_023927785.1
gene-LOC112039169	XP_023927787.1
gene-LOC112039168	XP_023927781.1
gene-LOC112039168	XP_023927782.1
gene-LOC112039168	XP_023927783.1
gene-LOC112039172	XP_023927791.1
gene-LOC112039172	XP_023927790.1
gene-LOC112039163	XP_023927777.1
gene-LOC112039164	XP_023927778.1
gene-LOC112039204	
gene-LOC112039205	
gene-LOC112039199	
gene-LOC112039200	
gene-LOC112039182	XP_023927804.1
gene-LOC112039183	XP_023927805.1
gene-LOC112039184	XP_023927806.1
gene-LOC112039166	XP_023927780.1
gene-LOC112039160	XP_023927773.1
gene-LOC112039185	XP_023927807.1
gene-LOC112039161	XP_023927774.1
gene-LOC112039186	XP_023927809.1
gene-LOC112039187	XP_023927810.1
gene-LOC112039188	XP_023927811.1
gene-LOC112039189	XP_023927812.1
gene-LOC112039190	XP_023927813.1
gene-LOC112039162	XP_023927776.1
gene-LOC112039195	
gene-LOC112039194	XP_023927820.1
gene-LOC112039198	
gene-LOC112039175	XP_023927796.1
gene-LOC112039220	
gene-LOC112039219	XP_023927831.1
gene-LOC112039222	XP_023927833.1
gene-LOC112039209	
gene-LOC112039210	
gene-LOC112039206	
gene-LOC112039221	XP_023927832.1
gene-LOC112039211	
gene-LOC112039212	
gene-LOC112039213	
gene-LOC112039223	
gene-LOC112039207	
gene-LOC112039214	XP_023927826.1
gene-LOC112039216	XP_023927827.1
gene-LOC112039208	XP_023927825.1
gene-LOC112039218	XP_023927829.1
gene-LOC112039217	XP_023927828.1
gene-LOC112039227	
gene-LOC112039242	XP_023927870.1
gene-LOC112039241	XP_023927869.1
gene-LOC112039246	XP_023927872.1
gene-LOC112039234	XP_023927855.1
gene-LOC112039247	XP_023927873.1
gene-LOC112039248	XP_023927874.1
gene-LOC112039272	
gene-LOC112039275	
gene-LOC112039273	XP_023927896.1
gene-LOC112039233	XP_023927854.1
gene-LOC112039249	XP_023927875.1
gene-LOC112039239	XP_023927863.1
gene-LOC112039250	XP_023927876.1
gene-LOC112039251	XP_023927877.1
gene-LOC112039252	XP_023927878.1
gene-LOC112039268	XP_023927892.1
gene-LOC112039268	XP_023927891.1
gene-LOC112039268	XP_023927890.1
gene-LOC112039269	XP_023927893.1
gene-LOC112039243	
gene-LOC112039271	XP_023927895.1
gene-LOC112039240	XP_023927864.1
gene-LOC112039240	XP_023927868.1
gene-LOC112039240	XP_023927865.1
gene-LOC112039240	XP_023927867.1
gene-LOC112039276	XP_023927897.1
gene-LOC112039276	XP_023927898.1
gene-LOC112039253	XP_023927879.1
gene-LOC112039270	XP_023927894.1
gene-LOC112039254	XP_023927880.1
gene-LOC112039256	XP_023927881.1
gene-LOC112039231	XP_023927850.1
gene-LOC112039231	XP_023927849.1
gene-LOC112039229	XP_023927847.1
gene-LOC112039229	XP_023927848.1
gene-LOC112039229	XP_023927846.1
gene-LOC112039232	XP_023927851.1
gene-LOC112039257	XP_023927882.1
